created_at,entry_id,indoor_temp,indoor_humidity,outdoor_temp,outdoor_humidity,delta_temp,indoor_temp_smooth,indoor_humidity_smooth,THI,discomfort,too_cold,humidity_change,humidity_spike,temp_change,temp_spike
2025-12-10 16:21:01+00:00,11041,20.39,45.47,11.9,71.0,8.49,20.486666666666665,45.327000000000005,18.62350065,False,False,0.04999999999999716,False,-0.019999999999999574,False
2025-12-10 16:22:01+00:00,11042,20.39,45.51,11.9,71.0,8.49,20.480000000000004,45.339666666666666,18.62479645,False,False,0.03999999999999915,False,0.0,False
2025-12-10 16:23:01+00:00,11043,20.39,45.53,11.9,71.0,8.49,20.473666666666663,45.35333333333334,18.62544435,False,False,0.020000000000003126,False,0.0,False
2025-12-10 16:24:01+00:00,11044,20.36,45.66,11.9,71.0,8.459999999999999,20.466666666666665,45.36933333333334,18.608621799999998,False,False,0.12999999999999545,False,-0.030000000000001137,False
2025-12-10 16:25:01+00:00,11045,20.38,45.66,11.9,71.0,8.479999999999999,20.46066666666667,45.385666666666665,18.6226444,False,False,0.0,False,0.019999999999999574,False
2025-12-10 16:26:00+00:00,11046,20.38,45.66,11.9,71.0,8.479999999999999,20.45566666666667,45.400333333333336,18.6226444,False,False,0.0,False,0.0,False
2025-12-10 16:27:01+00:00,11047,20.4,45.66,11.9,69.0,8.499999999999998,20.450666666666667,45.41633333333333,18.636667,False,False,0.0,False,0.019999999999999574,False
2025-12-10 16:28:01+00:00,11048,20.39,45.68,11.9,69.0,8.49,20.446,45.43233333333333,18.6303036,False,False,0.020000000000003126,False,-0.00999999999999801,False
2025-12-10 16:29:01+00:00,11049,20.4,45.66,11.9,69.0,8.499999999999998,20.441666666666663,45.45,18.636667,False,False,-0.020000000000003126,False,0.00999999999999801,False
2025-12-10 16:30:01+00:00,11050,20.38,45.63,11.9,69.0,8.479999999999999,20.437,45.46533333333333,18.621674199999998,False,False,-0.02999999999999403,False,-0.019999999999999574,False
2025-12-10 16:31:01+00:00,11051,20.37,45.58,11.7,71.0,8.670000000000002,20.432,45.478,18.6130503,False,False,-0.05000000000000426,False,-0.00999999999999801,False
2025-12-10 16:32:01+00:00,11052,20.36,45.56,11.7,71.0,8.66,20.427333333333333,45.48633333333334,18.6053988,False,False,-0.01999999999999602,False,-0.010000000000001563,False
2025-12-10 16:33:01+00:00,11053,20.36,45.61,11.7,71.0,8.66,20.422666666666665,45.49666666666666,18.6070103,False,False,0.04999999999999716,False,0.0,False
2025-12-10 16:34:01+00:00,11054,20.36,45.68,11.7,71.0,8.66,20.41866666666667,45.50833333333333,18.6092664,False,False,0.07000000000000028,False,0.0,False
2025-12-10 16:35:01+00:00,11055,20.37,45.59,11.7,71.0,8.670000000000002,20.415333333333333,45.51766666666666,18.61337315,False,False,-0.0899999999999963,False,0.010000000000001563,False
2025-12-10 16:36:01+00:00,11056,20.34,45.61,11.7,71.0,8.64,20.410666666666664,45.52733333333333,18.5929932,False,False,0.01999999999999602,False,-0.030000000000001137,False
